book_id,title,genre,description
9086,The Treasure Box,Christian Fiction|Fantasy|Magical Realism,<The Treasure Box> is a novel by Penelope J.
9087,Homebody : A Novel,Horror|Supernatural|Fantasy,"<Homebody : A Novel> is a horror novel by Orson Scott Card that follows Don Lark, a man who, after a personal tragedy, renovates a dilapidated Southern mansion, only to confront the supernatural forces within."
9088,Rebel: The Life and Legend of James Dean,Biography|Nonfiction|Film|History,"<Rebel: The Life and Legend of James Dean> is a biography by Donald Spoto that delves into the life of actor James Dean, exploring his rise to stardom, personal struggles, and enduring legacy."
9089,A Passion for Life: The Biography of Elizabeth Taylor,Biography|Nonfiction|Memoir,"<A Passion for Life: The Biography of Elizabeth Taylor> is a comprehensive account of Elizabeth Taylor's life, detailing her rise from child stardom to becoming a celebrated actress, her personal relationships, and her enduring impact on Hollywood."
9090,Imperfect Strangers,Mystery|Suspense|Thriller,"<Imperfect Strangers> is a suspenseful thriller where a chance encounter leads to a deadly pact between two men, resulting in unforeseen consequences."
9091,Death in a Strange Country,Crime Fiction|Mystery|Detective Fiction,<Death in a Strange Country> is a crime fiction novel by Donna Leon featuring Commissario Guido Brunetti investigating the murder of an American soldier in Venice.
9092,"The Trouble With a Bad Fit: A Novel of Food, Fashion, and Mystery",Mystery|Fashion|Food,"<The Trouble With a Bad Fit: A Novel of Food, Fashion, and Mystery> is a mystery novel by Camilla T."
9093,Mommy and the Murder,Mystery|Suspense|Amateur Sleuth,"<Mommy and the Murder> is a mystery novel where Elizabeth Halperin, a former Wall Street trader and mother, becomes the prime suspect in her estranged husband's murder and enlists the help of her playgroup friends to prove her innocence."
9094,Running from the Law,Legal Thriller|Mystery|Suspense,"<Running from the Law> is a legal thriller featuring Rita Morrone, a sharp-witted Philadelphia lawyer who defends a federal judge accused of sexual harassment, only to find herself entangled in a deadly murder case."
9095,Legal Tender,Legal Thriller|Mystery|Suspense,<Legal Tender> is a legal thriller featuring a maverick lawyer who becomes a fugitive after being framed for murder.
9096,"The Fifth Dominion (Imajica, Book 1)",Fantasy|Horror|Science Fiction|Erotica,"<The Fifth Dominion (Imajica, Book 1)> is a dark fantasy novel by Clive Barker that explores a multiverse of parallel dimensions, weaving themes of reality, magic, and cosmic forces."
9097,"The Reconciliation (Imajica, Book 2)",Fantasy|Horror|Science Fiction,"<The Reconciliation (Imajica, Book 2)> is a dark fantasy novel by Clive Barker that explores a multiverse of parallel dimensions, blending elements of horror and science fiction."
9098,365 Ways to Cook Pasta,Cookbook|Cooking|Food Reference,<365 Ways to Cook Pasta> is a cookbook by Marie Simmons offering a diverse collection of pasta recipes for every day of the year.
9099,Dressed for Death: A Guido Brunetti Mystery,Mystery|Crime|Detective,<Dressed for Death: A Guido Brunetti Mystery> is a crime novel by Donna Leon featuring Commissario Guido Brunetti investigating a gruesome murder in Venice.
9100,Faith,Spy|Thriller|Historical Fiction,"<Faith> is a spy thriller novel by Len Deighton, featuring Bernard Samson, a British intelligence officer navigating espionage and personal challenges during the Cold War."
9101,Thief of Light,Fiction|Thriller,"<Thief of Light> is a fast-paced thriller set in New York's art world, following art dealer Adrian Sellers as he confronts murder, forgery, and his own heroin addiction."
9102,The Fire Inside : Firefighters Talk About Their Lives,Nonfiction|Memoir|Fire Services,"<The Fire Inside : Firefighters Talk About Their Lives> is a collection of interviews with over 100 firefighters, offering personal insights into the challenges and rewards of their profession."
9103,Choke,Fiction|Satire|Humor,"<Choke> is a satirical novel by Chuck Palahniuk that follows Victor Mancini, a medical-school dropout who scams patrons in upscale restaurants by pretending to choke, while navigating his mother's Alzheimer's and his own sexual addiction."
9104,Dirt,Mystery|Thriller|Crime,<Dirt> is a mystery thriller where private investigator Stone Barrington delves into the world of celebrity gossip to uncover a blackmailer targeting a prominent columnist.
9105,A Respectable Trade,Historical Fiction|Historical Romance,"<A Respectable Trade> is a historical novel by Philippa Gregory set in 18th-century Bristol, exploring the devastating consequences of the slave trade through the complex relationships of its characters."
9106,Power of a Woman,Fiction|Romance|Women's Fiction,"<Power of a Woman> is a novel by Barbara Taylor Bradford that explores family secrets, betrayal, and redemption through the story of a woman confronting her past to save her daughter."
9107,At Peace in the Light,Spirituality|Nonfiction,"<At Peace in the Light> is a continuation of Dannion Brinkley's exploration of his near-death experiences, offering insights into life, death, and spiritual growth."
9108,The Distinguished Guest,Fiction|Literary Fiction|Family Drama,"<The Distinguished Guest> is a profound and moving story of a mother and son, written by the author of ""The Good Mother"", touching the deepest concerns about love, art, family, and life."
9109,Flashpoint,Mystery|Thriller|Crime,<Flashpoint> is a chilling thriller where Cincinnati homicide detective Sonora Blair hunts a serial killer who’s playing with fire.
9110,Calder Pride,Romance|Western Romance,"<Calder Pride> is a Western romance novel by Janet Dailey, featuring Cat Calder, a proud and intelligent woman who, after the accidental death of her fiancé, becomes entangled with a handsome stranger, leading to unexpected love and family challenges."
9111,Illusions : A Novel,Romance|Contemporary Romance|Mystery,"<Illusions : A Novel> is a romantic suspense novel by Janet Dailey, featuring Delaney Westcott, a personal security expert who becomes entangled in a dangerous case involving a rock-star-turned-movie-star."
9112,Notorious,Romance|Contemporary Romance|Westerns,"<Notorious> is a contemporary Western romance novel by Janet Dailey, set in Nevada, where Eden Rossiter, a ranch owner, faces challenges from a powerful neighbor and finds unexpected support from a former rodeo rider."
9113,Your Sacred Self: Making the Decision to Be Free,Self Help|Nonfiction|Spirituality|Psychology,<Your Sacred Self: Making the Decision to Be Free> is a book by Wayne W.
9114,New York Dead,Mystery|Thriller|Crime,"<New York Dead> is a suspenseful novel featuring Stone Barrington, a retired detective turned lawyer/private investigator, who becomes entangled in a complex case involving a television anchorwoman's mysterious fall from her penthouse."
9115,L. A. Times,Crime|Thriller|Suspense,<L.
9116,Dead Eyes,Mystery|Thriller|Suspense,"<Dead Eyes> is a gripping tale of a rising Hollywood actress who, after a life-altering accident, becomes the target of a relentless stalker, leading to a tense battle for survival."
9117,Sante Fe Rules,Mystery|Thriller|Legal,"<Sante Fe Rules> is a mystery novel by Stuart Woods, featuring Hollywood producer Wolf Willett, who returns to Santa Fe to clear his name after being implicated in a triple homicide."
9118,Palindrome,Mystery|Thriller|Suspense,"<Palindrome> is Palindrome is a gripping tale of a photographer escaping an abusive marriage, only to confront a series of gruesome murders on a secluded island."
9119,Leading with My Chin,Biography|Humor|Nonfiction|Autobiography,<Leading with My Chin> is Jay Leno's humorous autobiography detailing his rise from stand-up comedian to host of The Tonight Show.
9120,Manifest Your Destiny: The Nine Spiritual Principles for Getting Everything You Want,Self Help|Spirituality|Personal Development,<Manifest Your Destiny: The Nine Spiritual Principles for Getting Everything You Want> is a guide by Dr.
9121,Three Chords and the Truth : Behind the Scenes with Those Who Make and Shape Country Music,Music|Nonfiction|Pop Culture,"<Three Chords and the Truth : Behind the Scenes with Those Who Make and Shape Country Music> is an in-depth exploration of the country music industry, offering a behind-the-scenes look at its stars, managers, songwriters, and record company executives."
9122,Where God Lives : The Science of the Paranormal and How Our Brains are Linked to the Universe,Religion|Spirituality|Nonfiction,"<Where God Lives : The Science of the Paranormal and How Our Brains are Linked to the Universe> is a book that explores the intersection of science and spirituality, examining how near-death experiences and the right temporal lobe of the brain may connect individuals to the universe."
9123,A Woman's Place,Fiction|Literary Fiction|African American Literature,"<A Woman's Place> is a novel by Marita Golden that follows the lives of three Black women who meet at a New England college in the late 1960s, exploring their evolving friendship and personal journeys."
9124,Ditch Rider: A Neil Hamel Mystery,Mystery|Legal Thriller|Women Sleuths,"<Ditch Rider: A Neil Hamel Mystery> is a legal thriller featuring Albuquerque attorney Neil Hamel as she defends a 13-year-old girl accused of murder, delving into the complexities of gang violence and justice in New Mexico."
9125,Hotshots (Neil Hamel Mystery),Mystery|Legal Thriller|Detective Fiction,"<Hotshots (Neil Hamel Mystery)> is a legal thriller where Albuquerque lawyer Neil Hamel investigates the deaths of nine firefighters, uncovering negligence and corruption within the Forest Service."
9126,To Renew America,Politics|Nonfiction|Political Science|History,"<To Renew America> is a book by Newt Gingrich that outlines his vision for revitalizing American civilization through addressing challenges like welfare reform, budget balancing, and decentralizing power."
9127,Flower Net,Mystery|Thriller|Crime|Historical Fiction,"<Flower Net> is a mystery novel by Lisa See that delves into the investigation of two murders in Beijing and Los Angeles, uncovering a complex web of international politics, human trafficking, and family betrayal."
9128,Miss America,Biography|Nonfiction|Humor|Autobiography,"<Miss America> is a candid and humorous autobiography by Howard Stern, offering insights into his personal life and career."
9129,Presidential Deal,Mystery|Thriller|Crime,"<Presidential Deal> is a suspenseful novel where Miami contractor John Deal becomes an unwitting hero after rescuing Cuban refugees, leading to a Presidential Medal of Valor award that entangles him in a high-stakes terrorist plot."
9130,Marrying Mom,Fiction|Chick Lit|Romance|Humor,"<Marrying Mom> is a comedic novel by Olivia Goldsmith about a widow's return to New York City, prompting her grown children to find her a husband to regain their independence."
9131,Hope,Spy|Thriller|Historical Fiction,"<Hope> is a spy thriller novel by Len Deighton, featuring Bernard Samson, a British intelligence officer navigating espionage during the Cold War."
